,Username,Played,Won,losses,winrate,newmmr,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill
296,sophc9797,3,1,2,0.333333333,997.6666667,"[None, 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 2, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,30,35:48.8,"[2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 40, 0, 0, 1, 0, 55, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]",1182.395156,['Chrispie111'],30
297,Anakhand,29,8,21,0.275862069,971.7931034,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 0, 'R': 3, 'H': 3, 'W': 6, 'B': 1, 'M': 0, 'G': 2}","{'K': 3, 'A': 7, 'R': 9, 'H': 8, 'W': 18, 'B': 5, 'M': 2, 'G': 4}",FALSE,535,15:21.0,"[2, 1, 3, 0, 5, 3, 8, 3, 2, 6, 4, 1, 0, 0, 4, 2, 85, 3, 1, 535, 0, 0, 3, 0, 75, 2, 28, 18, 2, 0, 8, 3, 2, 35, 0, 0, 1, 1, 6, 1, 3, 496, 2013, 0, 0, 0, 0, 0, 0, 0]",1029.880993,"['aaaa', 'Martin', 'alcam456', 'Nari', 'Jhannah', 'Jhannah', 'Jhannah', 'LLilliputian', 'aaaa', 'Ezzey', 'sstein', 'cptKav', 'alcam456', 'apropos0', 'Andy', 'Deanerbeck', 'jaymoney', 'l17r', 'apropos0']",496
298,Michael,33,17,16,0.515151515,993.2424242,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 0, 'R': 12, 'H': 1, 'W': 13, 'B': 1, 'M': 1, 'G': 4}","{'K': 4, 'A': 2, 'R': 25, 'H': 1, 'W': 23, 'B': 3, 'M': 1, 'G': 5}",TRUE,824,04:32.2,"[0, 2, 0, 0, 19, 12, 1, 1, 10, 13, 2, 1, 0, 1, 0, 4, 103, 1, 1, 824, 0, 0, 9, 3, 82, 1, 32, 25, 4, 0, 17, 2, 1, 21, 1, 3, 1, 1, 5, 0, 6, 784, 2070, 504, 0, 0, 0, 0, 0, 0]",1414.430055,"['Ellen', 'Ellen', 'rowan', 'rowan', 'Deanerbeck', 'l17r', 'sophie', 'l17r', 'creilly1', 'Jhannah', 'Ezzey', 'Jhannah', 'creilly1', 'ECDr']",784
299,ianb3,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,08:57.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
300,Jules,35,15,20,0.428571429,983.5714286,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 1, 'R': 4, 'H': 5, 'W': 4, 'B': 3, 'M': 6, 'G': 3}","{'K': 10, 'A': 4, 'R': 9, 'H': 11, 'W': 10, 'B': 9, 'M': 10, 'G': 7}",TRUE,1047,06:22.6,"[7, 4, 1, 1, 8, 4, 3, 5, 7, 4, 2, 3, 0, 6, 7, 3, 67, 0, 1, 1047, 0, 0, 2, 0, 84, 4, 35, 11, 6, 0, 15, 10, 0, 6, 6, 5, 7, 1, 4, 2, 6, 1047, 3675, 0, 0, 0, 0, 0, 0, 0]",975.9472912,"['Martin', 'Jhannah', 'alcam456', 'bobabell', 'Ezzey', 'ECDr', 'aaaa', 'aaaa', 'Frp97', 'Frp97', 'timri', 'DX13', 'dalinar']",1047
301,Ezzey,152,90,62,0.592105263,1002.710526,"['none', 'none', None, 'none', 'none']","{'K': 42, 'A': 38, 'R': 45, 'H': 0, 'W': 2, 'B': 2, 'M': 0, 'G': 51}","{'K': 65, 'A': 56, 'R': 80, 'H': 1, 'W': 2, 'B': 4, 'M': 1, 'G': 91}",TRUE,3710,00:39.6,"[7, 42, 56, 38, 80, 45, 0, 0, 1, 2, 3, 2, 0, 0, 3, 51, 326, 0, 0, 3710, 0, 0, 8, 0, 94, 1, 150, 91, 22, 7, 90, 21, 4, 125, 28, 2, 28, 1, 4, 1, 23, 3610, 1706, 3172, 0, 0, 0, 0, 0, 0]",3030.247077,"['musicalSpear', 'BetterThanU', 'Significance', 'alcam456', 'LLilliputian', 'Significance', 'ECDr', 'alcam456', 'Jhannah', 'Andy', 'Tharry0', 'Jambo9000', 'cptKav', 'Jambo9000', 'probablytom', 'basta', 'aaaa', 'ECDr', 'Beth', 'Frp97', 'creilly1', 'Luca1802', 'Ellen', 'l17r', 'basta', 'cptKav', 'Frp97', 'chins', 'Deanerbeck', 'Nari', 'Deanerbeck', 'l17r']",3610
302,rookie,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,29:28.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",,,10
303,LLilliputian,47,25,22,0.531914894,992.7021277,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 7, 'R': 13, 'H': 2, 'W': 14, 'B': 1, 'M': 4, 'G': 8}","{'K': 8, 'A': 11, 'R': 25, 'H': 5, 'W': 23, 'B': 3, 'M': 8, 'G': 11}",TRUE,1092,44:22.5,"[5, 1, 5, 7, 19, 13, 1, 2, 10, 14, 1, 1, 0, 4, 6, 8, 277, 0, 1, 1058, 0, 0, 3, 0, 85, 3, 47, 25, 9, 1, 25, 2, 0, 22, 1, 0, 9, 1, 3, 1, 5, 1058, 892, 747, 0, 0, 0, 0, 0, 0]",1657.611766,"['Chrispie111', 'Deanerbeck', 'BetterThanU', 'BetterThanU', 'Martin', 'Martin', 'Martin', 'sstein', 'DavetheRave', 'adamski5298', 'Master4444', 'Master4444', 'sstein']",1092
304,Tharry0,54,21,33,0.388888889,967.8333333,"['none', 'none', 'none', 'none', 'none']","{'K': 17, 'A': 17, 'R': 3, 'H': 3, 'W': 1, 'B': 1, 'M': 0, 'G': 0}","{'K': 44, 'A': 37, 'R': 16, 'H': 8, 'W': 2, 'B': 1, 'M': 0, 'G': 0}",TRUE,1055,44:38.3,"[19, 17, 14, 17, 11, 3, 8, 3, 1, 1, 1, 1, 0, 0, 0, 0, 132, 4, 1, 1055, 0, 0, 3, 3, 82, 0, 54, 44, 6, 0, 21, 4, 1, 64, 5, 28, 7, 0, 6, 0, 6, 1055, 10429, 588, 0, 0, 0, 0, 0, 0]",648.8608254,"['LLilliputian', 'BetterThanU', 'BetterThanU', 'Jhannah', 'Jhannah', 'LLilliputian', 'BetterThanU', 'LLilliputian', 'Anakhand', 'Baepsae', 'creilly1', 'ECDr', 'DavetheRave', 'creilly1', 'ECDr', 'alcam456', 'alcam456', 'cptKav', 'ECDr', 'Ellen', 'sstein', 'Apollogize', 'Nari', 'ECDr', 'basta', 'Lotua']",1055
305,Hippodoodle,3,2,1,0.666666667,1000.666667,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 2, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 3, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,194,00:40.7,"[0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 194, 0, 0, 1, 1, 63, 0, 3, 3, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 194, 701, 0, 0, 0, 0, 0, 0, 0]",1256.367693,['Apollogize'],194
306,V4ssilios,11,8,3,0.727272727,1004.181818,"['none', 'none', 'none', 'none', 'none']","{'K': 3, 'A': 4, 'R': 4, 'H': 3, 'W': 0, 'B': 2, 'M': 0, 'G': 0}","{'K': 5, 'A': 5, 'R': 5, 'H': 4, 'W': 1, 'B': 2, 'M': 0, 'G': 0}",TRUE,389,28:01.9,"[1, 3, 1, 4, 5, 4, 4, 3, 0, 0, 0, 2, 0, 0, 0, 0, 25, 0, 0, 389, 0, 0, 5, 5, 72, 0, 11, 5, 1, 2, 8, 4, 0, 5, 0, 10, 1, 0, 2, 0, 6, 389, 2256, 0, 0, 0, 0, 0, 0, 0]",1221.549693,"['Chrispie111', 'Tharry0']",389
307,Vinc0310,7,3,4,0.428571429,996.7142857,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 3, 'H': 3, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 2, 'R': 5, 'H': 4, 'W': 1, 'B': 1, 'M': 0, 'G': 0}",TRUE,237,49:12.6,"[0, 0, 1, 0, 1, 3, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 8, 2, 1, 237, 0, 0, 2, 0, 68, 0, 7, 5, 1, 0, 3, 0, 0, 10, 0, 8, 0, 0, 4, 4, 0, 237, 2236, 0, 0, 0, 0, 0, 0, 0]",1135.44499,"['Jhannah', 'jaymoney', 'Jhannah', 'Tharry0']",237
308,Rilla_Treesp,6,1,5,0.166666667,991.8333333,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 1, 'G': 0}","{'K': 1, 'A': 3, 'R': 3, 'H': 2, 'W': 1, 'B': 1, 'M': 1, 'G': 0}",TRUE,80,40:40.4,"[1, 0, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 21, 0, 0, 80, 0, 0, 1, 1, 54, 0, 6, 3, 0, 0, 1, 0, 0, 7, 1, 0, 1, 1, 5, 0, 0, 80, 1164, 0, 0, 0, 0, 0, 0, 0]",1063.541943,"['alcam456', 'alcam456', 'ECDr', 'ECDr']",80
309,user1,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,18:33.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
310,thisaphid,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,56:04.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
311,Baepsae,7,5,2,0.714285714,1002.428571,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 5, 'R': 0, 'H': 3, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 7, 'R': 0, 'H': 4, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,222,19:31.7,"[2, 2, 1, 5, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 222, 0, 0, 3, 2, 65, 0, 7, 7, 0, 2, 5, 0, 0, 5, 2, 0, 0, 0, 2, 0, 2, 222, 2139, 0, 0, 0, 0, 0, 0, 0]",1220.541673,"['Ezzey', 'ECDr']",222
312,mugga,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,59:05.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
313,Mingravitas,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,25:52.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
314,DeathStr0ke,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,45:59.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1199.849843,,0
315,Rooksoup,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,17:55.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1170.944192,,10
316,Lavarider,14,5,9,0.357142857,990.2142857,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 2, 'R': 3, 'H': 1, 'W': 1, 'B': 0, 'M': 1, 'G': 1}","{'K': 2, 'A': 6, 'R': 8, 'H': 3, 'W': 1, 'B': 2, 'M': 3, 'G': 3}",TRUE,165,33:45.6,"[0, 1, 0, 2, 7, 3, 3, 1, 0, 1, 1, 0, 1, 1, 2, 1, 66, 0, 0, 189, 0, 0, 2, 0, 64, 1, 14, 8, 1, 0, 5, 0, 0, 0, 0, 0, 3, 1, 4, 4, 7, 189, 1592, 0, 0, 0, 0, 0, 0, 0]",1229.157547,"['Michael', 'CannyCaracal', 'CannyCaracal', 'CannyCaracal', 'CannyCaracal', 'CannyCaracal']",165
317,davidcowan,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,07:54.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1169.837973,,0
318,Charles,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,56:53.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
319,Beth_jayn3,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,29:05.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
320,Fizik,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,0,08:40.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
321,claremcskim1,3,1,2,0.333333333,997.6666667,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 1, 'R': 2, 'H': 1, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",TRUE,75,45:16.1,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 80, 0, 0, 1, 0, 59, 0, 3, 2, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 80, 1586, 0, 0, 0, 0, 0, 0, 0]",1226.725482,['Jhannah'],75
322,Jay0305,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,46:08.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
323,The_big_Ali,6,1,5,0.166666667,991.8333333,"['none', 'none', None, 'none', 'none']","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 4, 'R': 6, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,45,35:58.8,"[0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 50, 0, 0, 1, 0, 56, 0, 6, 6, 0, 0, 1, 4, 3, 12, 1, 13, 0, 0, 4, 1, 0, 50, 2133, 0, 0, 0, 0, 0, 0, 0]",911.0690349,"['Michael', 'Michael', 'Andy', 'Michael', 'apropos0']",45
324,A123,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,04:32.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
325,tareen,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,52:46.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
326,lonk,0,0,0,0,1000,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,42:11.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
327,aadam,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,15:51.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1169.337965,,0
328,Frostspear,1,1,0,1,1001,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 1, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,40,42:10.1,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 40, 0, 0, 1, 1, 44, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 40, 0, 40, 0, 0, 0, 0, 0, 0]",1216,,40
329,grejurn,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 1, 'R': 0, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,42:32.2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 12, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1154.613991,['Frostspear'],0
330,SNH48,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,0,56:07.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1199.860011,,0
331,wasyl2001,3,3,0,1,1003,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 3, 'R': 3, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 3, 'R': 3, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,220,44:18.0,"[0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 1, 220, 0, 0, 3, 3, 66, 0, 3, 3, 1, 0, 3, 0, 0, 3, 1, 0, 0, 0, 0, 0, 2, 220, 2380, 0, 0, 0, 0, 0, 0, 0]",1190.263806,,220
332,ChrialCentre,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 0, 'R': 1, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,25,06:52.5,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 2, 30, 0, 0, 0, 0, 53, 0, 1, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 1, 3, 30, 0, 0, 0, 0, 0, 0, 0, 0]",1077.952131,['basta'],25
333,iceman,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,24:50.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
334,cc_hlo,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",FALSE,0,20:39.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
