,Username,Played,Won,losses,winrate,newmmr,Games,count_character_has_won,count_character_has_been_played,accepting_games,skill_points,last_logged_in,badge_progressions,elo,lost_against,current_season_skill
259,Jake,0,0,0,0,1000,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,28:05.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
260,Melonchi,1,0,1,0,998,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 1, 'A': 1, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,40:22.4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1183.179976,['Hide_on_bush'],0
261,Owei,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,36:00.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
262,Jaffa,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,46:01.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
263,bingoboy,1,1,0,1,1001,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 1, 'H': 1, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,41,15:32.9,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 41, 0, 0, 1, 1, 43, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 41, 104, 0, 0, 0, 0, 0, 0, 0]",1218.925846,,41
264,seeonenigl,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,41:31.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
265,Stef,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,51:15.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
266,bobabell,25,8,17,0.32,979.44,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 4, 'R': 1, 'H': 1, 'W': 1, 'B': 7, 'M': 1, 'G': 1}","{'K': 4, 'A': 13, 'R': 4, 'H': 6, 'W': 4, 'B': 15, 'M': 2, 'G': 2}",TRUE,312,03:44.4,"[1, 0, 10, 4, 3, 1, 5, 1, 2, 1, 0, 7, 2, 1, 2, 1, 73, 0, 0, 321, 0, 0, 3, 0, 71, 2, 25, 15, 1, 0, 8, 9, 2, 16, 3, 0, 2, 1, 7, 1, 7, 321, 1755, 17, 0, 0, 0, 0, 0, 0]",980.3127222,"['alcam456', 'Ellen', 'georgedo', 'musicalSpear', 'apropos0', 'ECDr', 'DavetheRave', 'Chrispie111', 'Martin', 'basta', 'Ezzey', 'Tharry0', 'Ellen', 'LLilliputian', 'Tharry0']",312
267,smeccles,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,14:02.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
268,alcam456,92,45,47,0.489130435,973.9891304,"['none', 'none', 'none', 'none', 'none']","{'K': 18, 'A': 13, 'R': 12, 'H': 4, 'W': 8, 'B': 5, 'M': 12, 'G': 18}","{'K': 31, 'A': 27, 'R': 27, 'H': 11, 'W': 20, 'B': 10, 'M': 23, 'G': 29}",TRUE,1990,48:34.2,"[17, 18, 10, 13, 20, 12, 10, 4, 7, 8, 5, 5, 4, 12, 16, 18, 160, 1, 1, 1990, 0, 0, 7, 0, 90, 10, 89, 31, 10, 2, 45, 1, 1, 101, 0, 0, 15, 1, 5, 1, 0, 1850, 1684, 1201, 0, 0, 0, 0, 0, 0]",1454.473809,"['Master4444', 'Significance', 'Significance', 'adamski5298', 'Jhannah', 'Jhannah', 'Nonni', 'Significance', 'adamski5298', 'Significance', 'cptKav', 'cptKav', 'Significance', 'LLilliputian', 'timri', 'Rilla_Treesp', 'alan', 'apropos0', 'cptKav', 'apropos0', 'sstein', 'sstein', 'ECDr', 'Ellen', 'Martin', 'Ezzey', 'sstein', 'sstein', 'ECDr']",1850
269,okay,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,20:17.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1184.705883,,0
270,AethelredVS,4,2,2,0.5,999,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 1, 'R': 0, 'H': 0, 'W': 1, 'B': 0, 'M': 0, 'G': 0}","{'K': 3, 'A': 2, 'R': 1, 'H': 1, 'W': 1, 'B': 0, 'M': 0, 'G': 0}",TRUE,80,22:20.4,"[2, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 27, 0, 0, 80, 0, 0, 2, 2, 57, 0, 4, 3, 0, 1, 2, 1, 1, 3, 0, 0, 1, 0, 2, 0, 1, 80, 0, 50, 0, 0, 0, 0, 0, 0]",1219.070145,['Jhannah'],80
271,Fudgecakes,10,4,6,0.4,994.4,"['none', 'none', 'none', 'none', 'none']","{'K': 1, 'A': 1, 'R': 1, 'H': 3, 'W': 2, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 5, 'R': 4, 'H': 5, 'W': 2, 'B': 0, 'M': 0, 'G': 0}",TRUE,175,50:20.8,"[0, 1, 0, 1, 4, 1, 3, 3, 2, 2, 0, 0, 0, 0, 0, 0, 58, 0, 0, 175, 0, 0, 2, 2, 66, 0, 9, 5, 2, 0, 4, 1, 6, 16, 0, 0, 1, 0, 3, 2, 6, 135, 366, 40, 0, 0, 0, 0, 0, 0]",836.5884963,"['AethelredVS', 'Andy', 'Jhannah', 'CannyCaracal']",135
272,nino,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,07:23.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
273,madalex567,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,54:42.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
274,CannyCaracal,26,12,14,0.461538462,990.4615385,"['none', 'none', 'none', 'none', 'none']","{'K': 4, 'A': 2, 'R': 1, 'H': 10, 'W': 1, 'B': 1, 'M': 0, 'G': 5}","{'K': 7, 'A': 8, 'R': 8, 'H': 13, 'W': 6, 'B': 2, 'M': 1, 'G': 7}",TRUE,451,12:42.3,"[2, 4, 1, 2, 4, 1, 13, 10, 4, 1, 1, 1, 0, 0, 1, 5, 83, 0, 1, 451, 0, 0, 4, 4, 73, 1, 26, 13, 1, 1, 12, 1, 2, 10, 0, 3, 4, 1, 6, 0, 3, 451, 1680, 215, 0, 0, 0, 0, 0, 0]",1086.505044,"['Jhannah', 'Jhannah', 'BetterThanU', 'Jhannah', 'sstein', 'BetterThanU', 'Andy', 'Nari', 'sstein', 'Michael']",451
275,Martin,164,79,85,0.481707317,949.945122,"['none', 'none', 'none', 'none', 'none']","{'K': 13, 'A': 31, 'R': 15, 'H': 10, 'W': 29, 'B': 27, 'M': 9, 'G': 24}","{'K': 32, 'A': 61, 'R': 29, 'H': 20, 'W': 67, 'B': 50, 'M': 17, 'G': 48}",TRUE,3373,31:45.7,"[21, 13, 18, 31, 20, 15, 18, 10, 23, 29, 36, 27, 1, 9, 25, 24, 443, 3, 3, 3373, 0, 0, 7, 3, 93, 17, 162, 67, 20, 4, 79, 7, 14, 166, 0, 20, 42, 1, 6, 0, 26, 3273, 1770, 1328, 0, 0, 0, 0, 0, 0]",-864.6079842,"['Jhannah', 'Jhannah', 'Morntato', 'aaaa', 'sstein', 'sstein', 'sstein', 'musicalSpear', 'tickler', 'Frp97', 'musicalSpear', 'LLilliputian', 'adamski5298', 'Chrispie111', 'Frp97', 'jaymoney', 'georgedo', 'jaymoney', 'sstein', 'Andy', 'Michael', 'Apollogize', 'alcam456', 'Ellen', 'jaymoney', 'cptKav', 'l17r', 'Andy', 'Ezzey', 'Andy', 'Ezzey', 'cptKav', 'apropos0', 'dalinar', 'ECDr', 'cptKav', 'cptKav', 'Nari', 'ECDr', 'BerrySauce', 'apropos0']",3273
276,Beccccca,228,91,137,0.399122807,871.6798246,"[None, None, None, None, None]","{'K': 16, 'A': 50, 'R': 6, 'H': 7, 'W': 56, 'B': 2, 'M': 8, 'G': 37}","{'K': 25, 'A': 119, 'R': 18, 'H': 25, 'W': 130, 'B': 15, 'M': 20, 'G': 98}",TRUE,5635,57:23.7,"[22, 16, 79, 50, 7, 6, 22, 7, 15, 56, 9, 2, 4, 8, 67, 37, 45, 0, 7, 5635, 0, 0, 5, 1, 95, 15, 225, 130, 22, 6, 91, 112, 1, 135, 4, 0, 64, 1, 9, 0, 101, 5485, 5609, 4985, 0, 0, 0, 0, 0, 0]",-451.3168113,"['Andy', 'Apollogize', 'Andy', 'cptKav', 'basta', 'sstein', 'elennon', 'elennon', 'Jules', 'aaaa', 'aaaa', 'Jules', 'Ezzey', 'timri', 'Nari', 'Nari', 'Nari', 'cptKav', 'Nari', 'Martin', 'cptKav', 'Frp97', 'Nari', 'Frp97', 'elennon', 'Frp97', 'ECDr', 'Frp97', 'timri', 'elennon', 'chins', 'dalinar', 'cptKav', 'dalinar', 'dalinar', 'Frp97', 'alan', 'alan', 'alan', 'vinl', 'timri', 'apropos0', 'DX13', 'DX13', 'DX13', 'apropos0', 'apropos0', 'Frp97', 'apropos0', 'DX13', 'apropos0', 'DX13', 'probablytom', 'Frp97', 'Frp97', 'DavetheRave', 'Frp97', 'DavetheRave', 'Frp97', 'apropos0', 'apropos0', 'Frp97', 'Frp97', 'Frp97', 'Deanerbeck', 'Lotua', 'Lotua', 'Frp97', 'apropos0', 'Frp97']",5485
277,ludovicamar,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,46:13.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
278,Kasia,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,26:38.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
279,KAITO,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,27:50.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
280,shamil,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,39:08.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
281,NoVa,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,04:24.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",1195.67514,,10
282,ASMA,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,04:08.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
283,Hlancast,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,11:44.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
284,cinege,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,22:14.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
285,Odella,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,23:29.6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
286,chins,57,25,32,0.438596491,975.0350877,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 25, 'R': 1, 'H': 0, 'W': 6, 'B': 16, 'M': 0, 'G': 0}","{'K': 4, 'A': 52, 'R': 4, 'H': 1, 'W': 17, 'B': 34, 'M': 0, 'G': 0}",TRUE,1308,55:35.5,"[3, 2, 9, 25, 3, 1, 1, 0, 10, 6, 30, 16, 0, 0, 0, 0, 187, 2, 1, 1318, 0, 0, 4, 0, 86, 0, 56, 52, 4, 4, 25, 0, 0, 95, 0, 4, 6, 0, 5, 2, 0, 1285, 4843, 727, 0, 0, 0, 0, 0, 0]",962.8567346,"['Martin', 'BetterThanU', 'BetterThanU', 'Martin', 'Martin', 'Frp97', 'bobabell', 'Chrispie111', 'Chrispie111', 'Vinc0310', 'alcam456', 'eggface', 'georgedo', 'creilly1', 'Andy', 'Andy', 'Andy', 'Andy', 'Andy', 'Andy', 'Ezzey', 'Luca1802', 'Nari', 'Nari', 'Luca1802']",1275
287,tickler,29,11,18,0.379310345,981.8275862,"['none', None, None, 'none', 'none']","{'K': 5, 'A': 2, 'R': 6, 'H': 5, 'W': 2, 'B': 2, 'M': 0, 'G': 0}","{'K': 13, 'A': 6, 'R': 12, 'H': 13, 'W': 5, 'B': 6, 'M': 1, 'G': 0}",TRUE,482,50:22.1,"[8, 5, 2, 2, 5, 6, 8, 5, 1, 2, 3, 2, 1, 0, 0, 0, 118, 0, 0, 482, 0, 0, 2, 2, 76, 0, 28, 13, 1, 0, 11, 13, 8, 6, 8, 0, 4, 1, 5, 3, 17, 418, 2167, 173, 0, 0, 0, 0, 0, 0]",1024.607488,"['AMrza99', 'adamski5298', 'ECDr', 'adamski5298', 'Jules', 'LLilliputian', 'Michael', 'LLilliputian', 'timri', 'creilly1', 'ECDr', 'aaaa', 'Ellen']",418
288,hahahasan,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,10,48:12.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",,,10
289,BegsOnToast,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,04:02.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
290,Chrispie111,36,17,19,0.472222222,987.9722222,"['waiting', 'none', None, None, 'none']","{'K': 1, 'A': 7, 'R': 15, 'H': 0, 'W': 1, 'B': 0, 'M': 1, 'G': 9}","{'K': 3, 'A': 18, 'R': 30, 'H': 1, 'W': 2, 'B': 1, 'M': 2, 'G': 15}",TRUE,631,14:52.7,"[2, 1, 4, 7, 20, 15, 1, 0, 1, 1, 1, 0, 1, 1, 6, 9, 115, 0, 0, 631, 0, 0, 8, 0, 78, 1, 36, 30, 4, 0, 17, 0, 4, 37, 0, 0, 4, 1, 5, 0, 2, 631, 1951, 475, 0, 0, 0, 0, 0, 0]",932.8771733,"['Frp97', 'Jhannah', 'sophie', 'adamski5298', 'BetterThanU', 'Frp97', 'alcam456', 'sstein', 'Ezzey', 'Anakhand', 'Ezzey', 'Ezzey', 'Baepsae', 'Deanerbeck', 'cptKav']",631
291,Astro,0,0,0,0,1000,"[None, 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,26:43.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1196.259581,,0
292,adamski5298,45,21,24,0.466666667,984.2,"['none', 'none', 'none', 'none', 'none']","{'K': 10, 'A': 8, 'R': 5, 'H': 6, 'W': 3, 'B': 2, 'M': 4, 'G': 4}","{'K': 20, 'A': 14, 'R': 8, 'H': 12, 'W': 9, 'B': 4, 'M': 10, 'G': 13}",TRUE,729,47:37.8,"[13, 10, 7, 8, 3, 5, 6, 6, 4, 3, 4, 2, 4, 4, 4, 4, 233, 0, 0, 734, 0, 0, 4, 0, 80, 4, 45, 20, 4, 1, 21, 3, 7, 24, 0, 0, 11, 1, 7, 1, 10, 734, 1849, 400, 0, 0, 0, 0, 0, 0]",1327.476692,"['cptKav', 'Ellen', 'Chrispie111', 'Anakhand', 'Martin', 'Anakhand', 'cptKav', 'Ezzey', 'LLilliputian', 'Martin', 'Ezzey', 'LLilliputian', 'cptKav']",729
293,rowan,14,5,9,0.357142857,990.2142857,"['none', 'none', 'none', 'none', 'none']","{'K': 2, 'A': 4, 'R': 1, 'H': 2, 'W': 1, 'B': 0, 'M': 0, 'G': 0}","{'K': 2, 'A': 8, 'R': 3, 'H': 4, 'W': 6, 'B': 4, 'M': 1, 'G': 0}",FALSE,205,58:00.1,"[1, 2, 2, 4, 2, 1, 4, 2, 3, 1, 2, 0, 0, 0, 0, 0, 19, 0, 0, 210, 0, 0, 1, 0, 66, 0, 14, 8, 1, 0, 5, 1, 1, 16, 0, 0, 1, 1, 4, 1, 1, 210, 1037, 38, 0, 0, 0, 0, 0, 0]",1047.794132,"['tickler', 'alcam456', 'Chrispie111', 'Ellen', 'Ezzey', 'Jhannah', 'ECDr', 'Martin']",205
294,maddy,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,43:29.4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1185.440259,,0
295,Aineclareob,0,0,0,0,1000,"['none', 'none', 'none', 'none', 'none']","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}","{'K': 0, 'A': 0, 'R': 0, 'H': 0, 'W': 0, 'B': 0, 'M': 0, 'G': 0}",TRUE,0,17:49.7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,0
