,balance_code,mmr_p1,mmr_p2,mmr_winner,winrate1,winrate2,strat_1,strat_2,strat_1_onehot,strat_2_onehot,winner
4124,1.2,809,10151,827.5,0,0.494791667,0.099137931,0.980295567,20,7,2
4125,1.2,782,128,993,0.625,0.5,0.794334975,0.794334975,5,5,2
4126,1.2,406,782,1006.44,0.6,0.666666667,0.794334975,0.306650246,5,27,2
4127,1.2,2240,128,995.1,1,0.5,0.166256158,0.794334975,2,5,1
4128,1.2,128,2240,993,1,0,0.166256158,0.163793103,2,23,1
4129,1.2,782,2227,984.573913,0,0.609756098,0.003694581,0.153325123,21,26,2
4130,1.2,2227,2240,984.573913,0.609756098,0.25,0.153325123,0.110837438,26,6,1
4131,1.2,2227,2240,995.1,0.609756098,0.5,0.153325123,0.155788177,26,0,2
4132,1.2,2240,2227,995.1,0.666666667,0.75,0.168719212,1,10,17,1
4133,1.2,175,2240,995.1,0,1,0.794334975,0.16317734,5,18,2
4134,1.2,175,2240,995.1,0,0.6,0.794334975,0.980295567,5,7,2
4135,1.2,6337,13656,982.7297297,0.594736842,0.404255319,0.310344828,1,3,17,1
4136,1.2,5885,13656,931.742268,0.517857143,0.404255319,0.215517241,1,14,17,1
4137,1.2,782,2227,984.573913,0.625,0.609756098,0.794334975,0.153325123,5,26,2
4138,1.2,782,2227,984.573913,0,0.609756098,0.116995074,0.153325123,12,26,2
4139,1.2,782,299,1006.44,0.666666667,0.333333333,0.306650246,0.166256158,27,2,1
4140,1.2,782,2240,995.1,0.666666667,0.5,0.306650246,0.306650246,27,27,2
4141,1.2,2240,175,994.4,0.6,0.5,0.980295567,0.163793103,7,23,2
4142,1.2,13656,2240,796.3225806,0.404255319,0.5,1,0.306650246,17,27,1
4143,1.2,13656,2240,995.1,0.556485356,0.5,0.780788177,0.155788177,25,0,2
4144,1.2,782,2227,1006.44,0.666666667,0.609756098,0.153325123,0.153325123,26,26,1
4145,1.2,2240,13656,995.1,0.8,0.2,0.083128079,0.06773399,1,24,1
4146,1.2,175,2227,984.573913,0.5,0.609756098,0.163793103,0.153325123,23,26,2
4147,1.2,782,2240,1006.44,0.666666667,0,0.153325123,0.113916256,26,11,1
4148,1.2,2240,2227,995.1,0.666666667,0.609756098,0.168719212,0.153325123,10,26,1
4149,1.2,2240,2227,984.573913,0.6,0.609756098,0.980295567,0.153325123,7,26,2
4150,1.2,2227,2240,995.1,0,1,0.116995074,0.116995074,12,12,2
4151,1.2,2240,2227,984.573913,0.333333333,0.609756098,0.153325123,0.153325123,26,26,2
4152,1.2,2240,2227,995.1,0.542857143,0.609756098,0.09544335,0.153325123,8,26,1
4153,1.2,782,2524,1006.44,1,0.333333333,0.166256158,0.310344828,2,3,1
4154,1.2,2227,2240,995.1,0.609756098,0.542857143,0.153325123,0.09544335,26,8,2
4155,1.2,15558,8606,1012.067843,0.597325409,0.357142857,0.980295567,0.014778325,7,4,1
4156,1.2,2240,2227,995.1,0.542857143,0,0.09544335,0.099137931,8,20,1
4157,1.2,6337,2524,982.7297297,0.594736842,0,0.310344828,0.003694581,3,21,1
4158,1.2,2227,1030,984.573913,0.5,0,0.155788177,0.110837438,0,6,1
4159,1.2,2227,6337,982.7297297,0.609756098,0.594736842,0.153325123,0.310344828,26,3,2
4160,1.2,2227,2524,984.573913,0.609756098,0.25,0.153325123,0.099137931,26,20,1
4161,1.2,6337,2227,984.573913,0.594736842,0.609756098,0.310344828,0.153325123,3,26,2
4162,1.2,6337,2524,982.7297297,0.594736842,0.25,0.310344828,0.099137931,3,20,1
4163,1.2,2524,2240,966.4918033,0.617021277,0.542857143,0.166256158,0.09544335,2,8,1
4164,1.2,6337,2524,982.7297297,0.594736842,0,0.310344828,0.116995074,3,12,1
4165,1.2,2227,2524,984.573913,0.609756098,0,0.153325123,0.116995074,26,12,1
4166,1.2,10289,299,996,0.541262136,1,1,0.16317734,17,18,2
4167,1.2,175,451,990.4615385,0,1,0.166256158,0.163793103,2,23,2
4168,1.2,2227,451,984.573913,0.609756098,0,0.153325123,0.310344828,26,3,1
4169,1.2,6337,2524,966.4918033,0.594736842,0.6,0.310344828,0.153325123,3,26,2
4170,1.2,782,175,994.4,0.666666667,1,0.153325123,0.003694581,26,21,2
4171,1.2,6337,1030,980.2131148,0.594736842,0.5,0.310344828,0.116995074,3,12,2
4172,1.2,1030,6337,982.7297297,0.2,0.594736842,0.153325123,0.310344828,26,3,2
4173,1.2,2227,6337,984.573913,0.609756098,0.594736842,0.153325123,0.310344828,26,3,1
4174,1.2,2227,451,984.573913,0.609756098,0,0.153325123,0.310344828,26,3,1
4175,1.2,451,1030,980.2131148,0,0.5,0.099137931,0.06773399,20,24,2
4176,1.2,6337,451,990.4615385,0.594736842,0.666666667,0.310344828,0.166256158,3,2,2
4177,1.2,451,2524,990.4615385,0.666666667,0,0.166256158,0.233990148,2,15,1
4178,1.2,2227,451,984.573913,0.609756098,0,0.153325123,0.306650246,26,27,1
4179,1.2,6337,2524,966.4918033,0.594736842,0.4,0.310344828,0.780788177,3,25,2
4180,1.2,451,6337,982.7297297,0,0.594736842,0.306650246,0.310344828,27,3,2
4181,1.2,1030,2240,995.1,0.2,0.542857143,0.153325123,0.09544335,26,8,2
4182,1.2,2240,13656,796.3225806,0.542857143,0.404255319,0.09544335,1,8,17,2
4183,1.2,1030,2227,980.2131148,0.2,0.609756098,0.153325123,0.153325123,26,26,1
4184,1.2,2240,8606,995.1,0.542857143,0.357142857,0.09544335,0.014778325,8,4,1
4185,1.2,2524,1030,966.4918033,0.4,0.2,0.780788177,0.153325123,25,26,1
4186,1.2,2240,13656,796.3225806,0.542857143,0.404255319,0.09544335,1,8,17,2
4187,1.2,2227,6337,982.7297297,0.609756098,0.594736842,0.153325123,0.310344828,26,3,2
4188,1.2,6337,2524,966.4918033,0.594736842,0.75,0.310344828,0.104064039,3,13,2
4189,1.2,1030,3373,980.2131148,0.4,0.2,0.780788177,0.099137931,25,20,1
4190,1.2,1030,6337,982.7297297,0.4,0.594736842,0.780788177,0.310344828,25,3,2
4191,1.2,2227,10289,984.573913,0.609756098,0.541262136,0.153325123,1,26,17,1
4192,1.2,3373,1030,949.945122,0.5,0.4,0.16317734,0.780788177,18,25,1
4193,1.2,1030,451,980.2131148,0.4,0,0.780788177,0.794334975,25,5,1
4194,1.2,2227,1030,980.2131148,0.52173913,0.4,0.780788177,0.780788177,25,25,2
4195,1.2,1030,2227,984.573913,0.4,0.52173913,0.780788177,0.780788177,25,25,2
4196,1.2,3373,2227,984.573913,0.2,0.52173913,0.099137931,0.780788177,20,25,2
4197,1.2,3373,2524,949.945122,0.5,0.4,0.166256158,0.168719212,2,10,1
4198,1.2,2227,3373,984.573913,0.52173913,0.5,0.780788177,0.003694581,25,21,1
4199,1.2,3373,2227,984.573913,0.5,0.52173913,0.166256158,0.780788177,2,25,2
4200,1.2,6337,2524,982.7297297,0.594736842,0,0.310344828,0.113916256,3,11,1
4201,1.2,2227,3373,984.573913,0.52173913,0.510638298,0.780788177,0.155788177,25,0,1
4202,1.2,299,6337,996,0.666666667,0.594736842,0.794334975,0.310344828,5,3,1
4203,1.2,6337,299,982.7297297,0.594736842,0,0.310344828,0.06773399,3,24,1
4204,1.2,6337,299,982.7297297,0.594736842,0,0.310344828,0.09544335,3,8,1
4205,1.2,2524,299,966.4918033,0.617021277,0.666666667,0.166256158,0.794334975,2,5,1
4206,1.2,3373,299,996,0.428571429,0.666666667,0.780788177,0.794334975,25,5,2
4207,1.2,3373,2524,966.4918033,0.510638298,0.75,0.155788177,0.104064039,0,13,2
4208,1.2,3373,6337,982.7297297,0.2,0.594736842,0.099137931,0.310344828,20,3,2
4209,1.2,3373,6337,949.945122,0.5,0.594736842,0.310344828,0.310344828,3,3,1
